Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,1.1136879111472195,1561.7257067263126,0.33125361062969383
1.0,0.6870241059295021,1978.3274340480566,0.3504910456383593
2.0,0.5863534291071547,1920.2394565492868,0.36510687463893704
3.0,0.5315900393856091,1840.495109245181,0.3694396302715193
4.0,0.49214978069303306,1795.2858856990933,0.3703639514731369
5.0,0.45989318918123734,1756.011567428708,0.37186597342576544
6.0,0.4344277408754467,1735.8825682848692,0.37631426920855
7.0,0.4133079643346035,1699.9848664849997,0.3779318313113807
8.0,0.394002518379633,1689.9168030321598,0.37926054303870593
9.0,0.37628322314031964,1681.9154192581773,0.3825534373194685
10.0,0.3615588303381494,1665.7150217816234,0.3827267475447718
11.0,0.3483854187183639,1659.1888811290264,0.38515309069901793
12.0,0.3353201744507779,1659.730961829424,0.3866551126516464
13.0,0.32293512658967627,1658.7401567697525,0.3901213171577123
14.0,0.31226821561313295,1668.197207942605,0.3904679376083189
15.0,0.30119007452707836,1655.119911968708,0.3930098209127672
16.0,0.2930426987364494,1661.0260892361403,0.39387637203928366
17.0,0.28327127119742235,1654.1024701669812,0.39716926632004623
18.0,0.27529553851286404,1661.9590041041374,0.39659156556903524
19.0,0.2693125037670445,1660.5347047485411,0.4002310803004044
20.0,0.2602572964521872,1661.2940211556852,0.40069324090121317
21.0,0.2539197742400832,1663.220640424639,0.4030618139803582
22.0,0.24855248764106733,1652.3360797800124,0.4038128249566724
23.0,0.24213254154950026,1659.48807349056,0.40803004043905255
24.0,0.2380268628407779,1656.9045884422958,0.4076256499133449
25.0,0.23277073327425377,1656.5400473289192,0.4089543616406701
26.0,0.2258480756278111,1657.2608725093305,0.4078567302137493
27.0,0.2216083078909125,1658.6828147098422,0.40860774119006354
28.0,0.21807168764498389,1653.1851697340608,0.40849220103986134
29.0,0.2136919607218939,1652.4796514064074,0.4125361062969382
